RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
5832,260048100,814,RAYMOND RD,,1.0 Residential (Urban),Taxable,RN-A,,LOT 6B BK A BAYLOR,0.17,11851
5833,260049000,816,RAYMOND RD,,1.0 Residential (Urban),Taxable,RN-A,,LOT 6A BK A BAYLOR,0.241,11922
5834,260050000,100,BAYLOR LN,,3.0 Multi-Family,Taxable,R-A,,LOT 1 FEUCHTENBERGER,0.172,12075
5835,260050100,902,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 FEUCHTENBERGER,0.172,12168
5836,260051000,904,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,PT LOT 3 FEUCHTENBERGER,0.115,12213
5837,260052000,903,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,LOT 3A FEUCHTENBERGER,0.057,12227
5838,260053000,906-908,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOTS 4 & 5 FEUCHTENBERGER,0.337,12281
5839,260054000,910,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,"LOT 6,PARCEL X FEUCHTENBERGER",0.17,12388
5840,260055000,912,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 FEUCHTENBERGER,0.172,12442
5841,260056000,914,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 FEUCHTENBERGER,0.172,12501
5842,260057000,916,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 9 FEUCHTENBERGER,0.172,12536
5843,260057100,918,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 10 FEUCHTENBERGER,0.172,13903
5844,260058000,920,RAYMOND RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 11 FEUCHTENBERGER,0.172,12590
5845,260059000,902,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,LOT 13 FEUCHTENBERGER,0.173,12194
5846,260059100,906,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,LOTS 14 & 15 FEUCHTENBERGER,0.344,12250
5847,260059200,900,WOODFOLK DR,,3.0 Multi-Family,Taxable,R-A,,LOT 12 FEUCHTENBERGER,0.213,12121
5848,260060000,908,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,LOT 16 FEUCHTENBERGER,0.172,12360
5849,260062000,912,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,"LOTS 17,18 & 19 FEUCHTENBERGER",0.516,12470
5850,260063000,916,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,REVISED LOT 20 FEUCHTENBERG,0.203,12572
5851,260064000,918,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,RESIDUE OF LOT 21 FEUCHTENBERGER,0.14,12620
5852,260065000,920,WOODFOLK DR,,1.0 Residential (Urban),Taxable,R-A,,LOT 22 FEUCHTENBERGER,0.172,12666
5853,260067000,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,CV,,RESIDUE CHARLEY CLOSE,1.848,14697
5854,260067100,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,R-A,,LOT 1 CHARLEY CLOSE,0.139,17216
5855,260067200,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,R-A,,LOT 2 CHARLEY CLOSE,0.139,17217
5856,260067300,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,R-A,,LOT 3 CHARLEY CLOSE,0.138,17218
5857,260067400,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,R-A,,LOT 4 CHARLEY CLOSE,0.146,17219
5858,260067500,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,R-A,,LOT 5 CHARLEY CLOSE,0.144,17220
5859,260067600,0,CHARLEY CLOSE,,7.3 Exempt Local,Exempt,R-A,,LOT 6 CHARLEY CLOSE,0.139,17221
5860,260068000,1607,6TH ST SE,,7.3 Exempt Local,Exempt,CV,,3.10 ACRES HARTMAN MILL,3.1,12506
5861,260069000,500,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 10 BK B JORDAN,0.187,12481
5862,260070000,502,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 9 BK B JORDAN,0.172,12493
5863,260071000,508,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 BK B JORDAN,0.208,12535
5864,260072000,510,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 BK B JORDAN,0.193,12565
5865,260073000,512,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 6 BK B JORDAN,0.201,12593
5866,260074000,514,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK B JORDAN,0.21,12627
5867,260075000,516,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BK B JORDAN,0.217,12652
5868,260076000,1605,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK B JORDAN,0.152,12762
5869,260077000,1603,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 BK B JORDAN,0.152,12723
5870,260078000,1601,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 1 BK B JORDAN,0.179,12679
5871,260079000,521,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 12 BK A JORDAN,0.19,12566
5872,260080000,519,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 11 BK A JORDAN,0.158,12544
5873,260081000,517,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 10 BK A JORDAN,0.15,12518
5874,260082000,515,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 9 BK A JORDAN,0.149,12486
5875,260083000,513,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 BK A JORDAN,0.145,12454
5876,260084000,511,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 BK A JORDAN,0.141,12426
5877,260085000,509,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 6 BK A JORDAN,0.139,12397
5878,260086000,507,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK A JORDAN,0.208,12350
5879,260087000,505,ROUGEMONT AVE,,1.0 Residential (Urban),Taxable,R-A,,REVISED LOT 4 BK A JORDAN,0.17,12298
5880,260087001,0,ROUGEMONT AVE,,7.3 Exempt Local,Exempt,R-A,,PARCEL X BK A JORDAN,0.06,17354
5881,260088000,101,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK A JORDAN,0.187,12358
5882,260089000,103,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,01,LOT 2 BK A JORDAN,0.143,12313
5883,260090000,105,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 1 BK A JORDAN,0.12,12244
5884,260091000,107,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 4,0.227,12155
5885,260092000,109,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 3,0.22,12063
5886,260093000,111,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 2,0.226,11968
5887,260094000,113,HARTMAN'S MILL RD,,1.0 Residential (Urban),Taxable,R-A,,LOT 1,0.214,11872
5888,260095000,1515,6TH ST SE,,4.0 Commercial & Industrial,Taxable,NX-3,,"LOT A,B&C MOORE'S CREEK",2.6,12173
5889,260095T00,1515,6TH ST SE,,4.0 Commercial & Industrial,Taxable,NX-3,,CELL TOWER,0,12173
5891,260097A00,1503,6TH ST SE,,4.0 Commercial & Industrial,Taxable,NX-3,,LOT A MOORE'S CREEK,0.35,14047
5892,260097B00,1501,6TH ST SE,,4.0 Commercial & Industrial,Taxable,NX-3,,LOT B MOORE'S CREEK,0.25,14044
5893,260097C00,1524,ROSA TER,,4.0 Commercial & Industrial,Taxable,NX-3,,LOT C MOORE'S CREEK,0.24,14045
5894,260097D00,1522,ROSA TER,,4.0 Commercial & Industrial,Taxable,NX-3,,LOT D MOORE'S CREEK,0.18,17154
5895,260098000,1314,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT A,0.337,12101
5896,260098100,1509,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT B,0.337,12200
5897,260099000,1309,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 1 BK A SOUTH ROCKLAND,0.207,12041
5898,260100000,516,ROCKLAND AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 BK A SOUTH ROCKLAND,0.186,11961
5899,260101000,514,ROCKLAND AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK A SOUTH ROCKLAND,0.158,11928
5900,260102000,512,ROCKLAND AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BK A SOUTH ROCKLAND,0.157,11892
5901,260103000,510,ROCKLAND AVE,,3.0 Multi-Family,Taxable,R-A,,LOT 5 BK A SOUTH ROCKLAND,0.158,11860
5902,260104000,508,ROCKLAND AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 6L BK A ROSA TERRACE,0.084,11840
5903,260104100,506,ROCKLAND AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 6R BK A ROSA TERRACE,0.0996,11830
5904,260105000,1504,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 7R BK A ROSA TERRACE,0.08,11959
5905,260105100,1506,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 7L BK A ROSA TERRACE,0.08,11991
5906,260106000,1508,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 8R BK A ROSA TERRACE,0.079,12022
5907,260106100,1510,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 8L BK A ROSA TERRACE,0.08,12049
5908,260107000,1512,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 9R BK A ROSA TERRACE,0.077,12085
5909,260107100,1514,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 9L BK A ROSA TERRACE,0.072,12112
5910,260108000,1516,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 10R BK A ROSA TERRACE,0.063,12164
5911,260108100,1518,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 10L BK A ROSA TERRACE,0.093,12189
5912,260109000,1501,ROSA TER,,3.0 Multi-Family,Taxable,R-A,,LOT 1 BK B ROSA TERRACE,0.288,11699
5913,260110000,1503,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 2B BK B ROSA TERRACE,0.112,11753
5914,260110100,1505,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 2A BK B ROSA TERRACE,0.116,11781
5915,260111000,1507,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 3B BK B ROSA TERRACE,0.117,11816
5916,260111100,1509,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 3A BK B ROSA TERRACE,0.12,11845
5917,260112000,1511,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 4B BK B ROSA TERRACE,0.121,11880
5918,260112100,1513,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 4A BK B ROSA TERRACE,0.126,11903
5919,260113000,1515,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 5B BK B ROSA TERRACE,0.126,11933
5920,260113100,1517,ROSA TER,,1.0 Residential (Urban),Taxable,R-A,,LOT 5A BK B ROSA TERRACE,0.131,11960
5921,260114000,1519,ROSA TER,,3.0 Multi-Family,Taxable,R-A,,LOT 6 BK B ROSA TERRACE,0.268,11989
5922,260115000,900-934,1ST ST S,,7.3 Exempt Local,Exempt,RX-3,,PARCEL A,7.938,10934
5923,260115001,1050,1ST ST S,,7.3 Exempt Local,Exempt,RX-3,,PARCEL B,3,17561
5924,260115002,1055,1ST ST S,,7.3 Exempt Local,Exempt,R-A,,PARCEL C,0.85,17562
5927,260117000,127,BAYLOR LN,,1.0 Residential (Urban),Taxable,R-A,,PARCEL B,0.311,11776
5928,260118000,125,BAYLOR LN,,1.0 Residential (Urban),Taxable,R-A,,PARCEL A,0.497,11572
5929,270001000,721,1ST ST S,,7.3 Exempt Local,Exempt,CV,,6.38 ACRES & 8.00 ACRES & AREA X,14.39,13872
5930,270002000,710,1ST ST S,,1.0 Residential (Urban),Taxable,NX-8,,LOTS 2 & 3,0.172,8920
5931,270003000,714,1ST ST S,,1.0 Residential (Urban),Taxable,NX-8,,LOT 1 BELL'S ADDITION,0.08,8975
5932,270004000,716,1ST ST S,,3.0 Multi-Family,Taxable,NX-8,,LOT,0.181,9024
5933,270005000,104,OAK ST,,1.0 Residential (Urban),Taxable,NX-8,,LOT 9  BELLS ADDITION,0.08,8972
5934,270006000,102,OAK ST,,4.0 Commercial & Industrial,Taxable,NX-8,,LOTS 10 & 11 BELLS ADDITION,0.105,9000
5935,270008000,720,1ST ST S,,4.0 Commercial & Industrial,Taxable,NX-8,,LOTS 2 & 3,0.384,9093
5936,270009000,722,1ST ST S,,1.0 Residential (Urban),Taxable,NX-8,,LOT 4,0.115,9172
5937,270010000,724,1ST ST S,,1.0 Residential (Urban),Taxable,NX-8,,LOT 5,0.112,9212
5938,270011000,734,1ST ST S,,1.0 Residential (Urban),Taxable,NX-8,,LOT 1,0.144,9253
5939,270011100,736,1ST ST S,,4.0 Commercial & Industrial,Taxable,NX-8,,LOT X,0.24,9311
5940,270013100,738,1ST ST S,,4.0 Commercial & Industrial,Taxable,NX-8,,PAR Y,0.06,9417
5941,270014000,740,1ST ST S,,4.0 Commercial & Industrial,Taxable,NX-8,,LOT A,0.12,9461
5942,270015000,0,1ST ST S,,7.7 Exempt Religious,Exempt,CV,,LOT 1,0.959,9530
5943,270019000,700,6TH ST SE,,7.3 Exempt Local,Exempt,NX-8,,PARCEL Y,1.28,9072
5944,270019001,715,6TH ST SE,,7.3 Exempt Local,Exempt,NX-8,,PARCEL X,2.662,17678
5945,270034000,905,6TH ST SE,,1.0 Residential (Urban),Taxable,NX-8,,LOT,0.165,10149
5946,270035000,909,6TH ST SE,,1.0 Residential (Urban),Taxable,NX-8,,LOT,0.143,10214
5947,270036000,915,6TH ST SE,,1.0 Residential (Urban),Taxable,NX-8,,LOT,0.492,10112
5948,270037000,921,6TH ST SE,,3.0 Multi-Family,Taxable,R-A,,LOT 11 BK D SEC 1 IX ADDITION,0.251,10360
5949,270038000,1003,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 12 BK D SEC 1 IX ADDITION,0.139,10446
5950,270038100,917,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,01,LOT 10 BK D SEC 1 IX ADDITION,0.162,10341
5951,270039000,1007,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 13 BK D SEC 1 IX ADDITION,0.21,10486
5952,270040000,1013,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT,0.307,10499
5953,270041000,1015,6TH ST SE,,1.0 Residential (Urban),Taxable,R-C,,LOT 1 BK D SEC 1 IX ADDITION,0.104,10622
5954,270042000,1017,6TH ST SE,,1.0 Residential (Urban),Taxable,R-C,,LOT 2 BK D SEC 1 IX ADDITION,0.102,10671
5955,270043000,505,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 3 BK D SEC 1 IX ADDITION,0.12,10598
5956,270044000,501,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOTS 4 & 5 BK D SEC 1 IX ADD,0.174,10545
5957,270045000,1004,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 BK D SEC 1 IX ADDITION,0.207,10417
5958,270046000,1002,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 BK D SEC 1 IX ADDITION,0.12,10358
5959,270047000,1000,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 9 BK D SEC 1 IX ADDITION,0.172,10288
5960,270048000,1001,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 BK C SEC 1 IX ADDITION,0.13,10211
5961,270049000,1003,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 BK C SEC 1 IX ADDITION,0.138,10265
5962,270050000,1002,2ND ST SE,,1.0 Residential (Urban),Taxable,R-A,,SUBLOT 6-A BK C SEC 1 IX ADDITION,0.098,10168
5963,270050001,1000,2ND ST SE,,1.0 Residential (Urban),Taxable,R-A,,SUBLOT 6-B BK C SEC 1 IX ADDITION,0.084,17730
5964,270051000,1004,2ND ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK C SEC 1 IX ADDITION,0.119,10275
5965,270052000,1005,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 9 BK C SEC 1 IX ADDITION,0.138,10331
5966,270053000,1007,RAYON ST,,3.0 Multi-Family,Taxable,R-A,,LOT 10 BK C SEC 1 IX ADDITION,0.103,10396
5967,270054000,1006,2ND ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BK C SEC 1 IX ADDITION,0.105,10338
5968,270055000,403,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 3 BK C SEC 1 IX ADDITION,0.126,10394
5969,270056000,405,ELLIOTT AVE,,3.0 Multi-Family,Taxable,R-B,,LOT 2 BK C SEC 1 IX ADDITION,0.122,10424
5970,270057000,407,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 1 BK C SEC 1 IX ADDITION,0.161,10453
5971,270058000,408,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 1 BK B SEC 1 IX ADDITION,0.177,10601
5972,270059000,406,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 7 BK B SEC 1 IX ADDITION,0.152,10561
5973,270060000,404,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 6 BK B SEC 1 IX ADDITION,0.097,10521
5974,270061000,1104,WARE ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK B SEC 1 IX ADDITION,0.115,10573
5975,270062000,1106,WARE ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BK B SEC 1 IX ADDITION,0.11,10633
5976,270063000,1108,WARE ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK B SEC 1 IX ADDITION,0.146,10702
5977,270064000,1107,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 BK B SEC 1 IX ADDITION,0.267,10697
5978,270065000,1106,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK A SEC 1 IX ADDITION,0.224,10777
5979,270066000,500,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 6 BK A SEC 1 IX ADDITION,0.156,10672
5980,270067000,502,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 7 BK A SEC 1 IX ADDITION,0.126,10712
5981,270068000,504,ELLIOTT AVE,,1.0 Residential (Urban),Taxable,R-B,,LOT 4 BK A SEC 1 IX ADDITION,0.215,10738
5982,270069000,1101,6TH ST SE,,3.0 Multi-Family,Taxable,R-C,,LOT 1 BK A SEC 1 IX ADDITION,0.136,10771
5983,270070000,1103,6TH ST SE,,3.0 Multi-Family,Taxable,R-A,,LOT 2 BK A SEC 1 IX ADDITION,0.115,10820
5984,270071000,1105,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK A SEC 1 IX ADDITION,0.132,10871
5985,270072000,1111,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 1,0.163,11033
5986,270072100,1109,6TH ST SE,,1.0 Residential (Urban),Taxable,R-A,,LOT 2,0.163,10979
5987,270072200,1107,6TH ST SE,,3.0 Multi-Family,Taxable,R-A,,LOT 3,0.163,10921
5988,270072300,1113,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 4,0.189,10956
5989,270072400,1111,RAYON ST,,3.0 Multi-Family,Taxable,R-A,,LOT 5,0.142,10929
5990,270072500,1109,RAYON ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 6,0.153,10872
5991,270072600,404,ROBINSON PL,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 ROBINSON PLACE,0.139,10876
5992,270072700,402,ROBINSON PL,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 ROBINSON PLACE,0.136,10855
5993,270072800,400,ROBINSON PL,,3.0 Multi-Family,Taxable,R-A,,LOT 9 & STRIP,0.182,10830
5994,270073000,501,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 & STR BK B SEC 2 IX ADD,0.329,10935
5995,270074000,503,DRUID AVE,,3.0 Multi-Family,Taxable,R-A,,LOT 7 BK B SEC 2 IX ADD,0.139,10978
5996,270075000,505,DRUID AVE,,3.0 Multi-Family,Taxable,R-A,,LOT 6 BK B SEC 2 IX ADDITION,0.139,11000
5997,270076000,507,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK B SEC 2 IX ADDITION,0.139,11023
5998,270077000,509,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BK B SEC 2 IX ADDITION,0.139,11050
5999,270078000,511,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK B SEC 2 IX ADDITION,0.139,11073
6000,270079000,513,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 BK B SEC 2 IX ADDITION,0.139,11097
6001,270080000,515,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 1 BK B SEC 2 IX ADDITION,0.14,11113
6002,270081000,514,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 1 BK A SEC 2 IX ADDITION,0.119,11298
6003,270082000,512,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 BK A SEC 2 IX ADDITION,0.139,11282
6004,270083000,510,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BK A SEC 2 IX ADDITION,0.139,11255
6005,270084000,508,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BK A SEC 2 IX ADDITION,0.139,11234
6006,270085000,506,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 5 BK A SEC 2 IX ADDITION,0.139,11213
6007,270086000,504,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 6 BK A SEC 2 IX ADDITION,0.139,11189
6008,270087000,502,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 7 BK A SEC 2 IX ADDITION,0.139,11163
6009,270088000,500,DRUID AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 8 & STR BK A SEC 2 IX ADD,0.25,11134
6010,270091000,105,LANKFORD AVE,,7.7 Exempt Religious,Exempt,R-A,,PARCELS A & X,4.82,9963
6011,270091100,166,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 1 BURNET COMMONS,0.092,10076
6012,270091101,148,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 10  BURNET COMMONS,0.073,10510
6013,270091110,146,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 11  BURNET COMMONS,0.074,10553
6014,270091120,144,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 12 BURNET COMMONS,0.095,10591
6015,270091130,142,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 13 BURNET COMMONS,0.12,10615
6016,270091140,115,LANKFORD AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 14 BURNET COMMONS,0.097,10711
6017,270091150,117,LANKFORD AVE,,1.0 Residential (Urban),Taxable,R-A,,LOT 15 BURNET COMMONS,0.09,10673
6018,270091160,140,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 16 BURNET COMMONS,0.13,10627
6019,270091170,139,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 17 BURNET COMMONS,0.134,10600
6020,270091180,135,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 18 BURNET COMMONS,0.09,10473
6021,270091190,133,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 19 BURNET COMMONS,0.067,10437
6022,270091200,164,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 2 BURNET COMMONS,0.092,10125
6023,270091201,131,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 20 BURNET COMMONS,0.068,10393
6024,270091210,129,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 21 BURNET COMMONS,0.069,10350
6025,270091220,127,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 22 BURNET COMMONS,0.07,10304
6026,270091230,125,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 23 BURNET COMMONS,0.073,10261
6027,270091240,123,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 24 BURNET COMMONS,0.073,10219
6028,270091250,121,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 25 BURNET COMMONS,0.075,10164
6029,270091260,119,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 26 BURNET COMMONS,0.133,10007
6030,270091270,117,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 27 BURNET COMMONS,0.08,10086
6031,270091280,115,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 28 BURNET COMMONS,0.073,10036
6032,270091290,113,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 29 BURNET COMMONS,0.078,9987
6033,270091300,162,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 3 BURNET COMMONS,0.149,10181
6034,270091301,111,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 30 BURNET COMMONS,0.09,9874
6035,270091310,109,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 31 BURNET COMMONS,0.103,9669
6036,270091320,107,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 32 BURNET COMMONS,0.09,9621
6037,270091330,105,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 33 BURNET COMMONS,0.096,9577
6038,270091340,103,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 34 BURNET COMMONS,0.096,9521
6039,270091350,101,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 35 BURNET COMMONS,0.097,9474
6040,270091360,137,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 36 BURNET COMMONS,0.274,10524
6041,270091370,,BURNET ST,,1.0 Residential (Urban),Taxable,CV,,LOT 37 BURNET COMMON AREA,0.608,10235
6042,270091400,160,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 4 BURNET COMMONS,0.114,10258
6043,270091500,158,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 5  BURNET COMMONS,0.074,10322
6044,270091600,156,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 6  BURNET COMMONS,0.073,10353
6045,270091700,154,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 7  BURNET COMMONS,0.073,10398
6046,270091800,152,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 8  BURNET COMMONS,0.073,10440
6047,270091900,150,BURNET ST,,1.0 Residential (Urban),Taxable,R-A,,LOT 9  BURNET COMMONS,0.073,10471
6048,270091A00,100,BURNET ST,,4.0 Commercial & Industrial,Taxable,NX-3,,"LOT A, B & E",1.97,9544
